page,tag,text,location,matches
/quartos/suite-multipla,body (span),quarto -,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),Cama King Size modular (p/ 3 ou 4 pax),Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,aria-label,5 de 5 estrelas,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),Com a confianca de mais de,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),411,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),hospedes,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (a),Reservar Agora,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,aria-label,Aviso de cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,body (div),Cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,body (p),"Utilizamos cookies para melhorar sua experiência, analisar o uso do site e, quando autorizado, personalizar conteúdos. Você pode aceitar todos, recusar os não essenciais ou ajustar suas preferências.",Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,body (Link),Política de Privacidade e Cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (button),Aceitar todos,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (button),Recusar não essenciais,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (button),Configurar,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,body (p),Preferências,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,H2,Configurar cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,aria-label,Fechar preferências de cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,body (preferencia),Necessários,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,body (preferencia),"Essenciais para segurança, funcionamento do site e preferências básicas.",Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,body (preferencia),Analytics,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,body (preferencia),Ajudam a entender visitas e melhorar o conteúdo quando autorizados.,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,body (preferencia),Marketing,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,body (preferencia),Podem personalizar conteúdos e campanhas quando autorizados.,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (button),Salvar preferências,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-multipla,aria-label,Oferta de 5% OFF na primeira reserva,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/quartos/suite-multipla,alt,"Antes de sair, garanta 5% OFF na sua primeira reserva falando com a equipe da Pousada Aquino Mar pelo WhatsApp.",Popup de desconto / estado condicional,pousada
/quartos/suite-multipla,aria-label,Abrir WhatsApp para aproveitar 5% OFF na primeira reserva,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),Quero meu desconto pelo WhatsApp,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/quartos/suite-multipla,aria-label,Fechar oferta,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,title,"Pousada em Paraty com Café da Manhã | Aquino Mar — Caborê, RJ",head,"pousada, Paraty"
/politica-de-privacidade-e-cookies,meta description,"Pousada familiar em Caborê, a poucos minutos do Centro Histórico de Paraty. Café da manhã incluso, piscina, Wi-Fi, ar-condicionado e estacionamento gratuito. Reserve pelo WhatsApp!",head,"pousada, Paraty"
/politica-de-privacidade-e-cookies,aria-label,Início - Pousada Aquino Mar,header 1,pousada
/politica-de-privacidade-e-cookies,alt,Pousada Aquino Mar,header 1,pousada
/politica-de-privacidade-e-cookies,aria-label,Navegação principal,header 1,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),A Pousada,header 1,pousada
/politica-de-privacidade-e-cookies,CTA (a),Acomodações,header 1,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Grupos & Caravanas,header 1,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Localização,header 1,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Depoimentos,header 1,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Reservar Estadia,header 1,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,aria-label,Abrir menu,header 1,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,aria-label,Navegação mobile,header 1,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),A Pousada,header 1,pousada
/politica-de-privacidade-e-cookies,CTA (a),Acomodações,header 1,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Grupos & Caravanas,header 1,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Localização,header 1,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Depoimentos,header 1,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Reservar Estadia,header 1,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (p),Privacidade,Política de Privacidade e Cookies,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,H1,Política de Privacidade e Cookies,Política de Privacidade e Cookies,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (p),"Esta política explica, de forma simples, como a Pousada Aquino Mar pode tratar dados pessoais e utilizar cookies em seu site.",Política de Privacidade e Cookies,pousada
/politica-de-privacidade-e-cookies,H2,Dados que você fornece,Dados que você fornece,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (p),"Ao entrar em contato por WhatsApp, telefone, e-mail ou formulário externo, você pode compartilhar dados como nome, telefone, datas de estadia, quantidade de hóspedes e informações necessárias para atendimento da sua solicitação.",Dados que você fornece,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,H2,Como usamos esses dados,Como usamos esses dados,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (p),"Usamos as informações para responder pedidos de reserva, tirar dúvidas, organizar atendimento e melhorar a experiência de hospedagem. Não vendemos dados pessoais.",Como usamos esses dados,hospedagem
/politica-de-privacidade-e-cookies,H2,Cookies necessários,Cookies necessários,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (p),"Cookies necessários e armazenamentos locais essenciais podem ser usados para manter o funcionamento do site, preservar preferências e garantir recursos básicos de navegação. Eles permanecem sempre ativos.",Cookies necessários,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,H2,Analytics e marketing,Analytics e marketing,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (p),"No momento, o site não carrega Google Analytics, Google Tag Manager, Meta Pixel, Hotjar ou ferramentas semelhantes de rastreamento. A estrutura de consentimento está preparada para bloquear esses recursos antes da autorização, caso sejam adicionados futuramente.",Analytics e marketing,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,H2,Serviços de terceiros,Serviços de terceiros,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (p),"O site pode incorporar recursos externos, como mapas, vídeos hospedados e links para WhatsApp. Esses serviços podem aplicar suas próprias políticas de privacidade quando acessados ou carregados.",Serviços de terceiros,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,H2,Gerenciar preferências,Gerenciar preferências,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (p),"Você pode alterar suas preferências pelo link ""Preferências de cookies"" no rodapé do site. A escolha é salva localmente no navegador e pode ser redefinida ao limpar os dados do site.",Gerenciar preferências,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,H2,Contato,Contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (p),"Para dúvidas sobre privacidade e cookies, fale com a Pousada Aquino Mar pelos canais de contato informados no site.",Contato,pousada
/politica-de-privacidade-e-cookies,alt,,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,alt,,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,alt,Pousada Aquino Mar,contato,pousada
/politica-de-privacidade-e-cookies,body (p),"Acolhimento familiar em Caboré, Paraty, com localização tranquila, café da manhã e contato direto com a pousada.",contato,"pousada, Paraty"
/politica-de-privacidade-e-cookies,CTA (a),Reservar no WhatsApp,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,H3,Navegação,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Início,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Sobre nós,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Quartos,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Localização,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Depoimentos,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,H3,Contato,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (p),"R. Guapuruvu, 371 - Caborê, Paraty - RJ, 23970-000",contato,Paraty
/politica-de-privacidade-e-cookies,CTA (a),(24) 99828-0363,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),contato@pousadaaquinomar.com.br,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,aria-label,Instagram da Pousada Aquino Mar,contato,pousada
/politica-de-privacidade-e-cookies,aria-label,Facebook da Pousada Aquino Mar,contato,pousada
/politica-de-privacidade-e-cookies,H3,Onde estamos,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,title (atributo),"Localização Pousada Aquino Mar - Caboré, Paraty",contato,"pousada, Paraty"
/politica-de-privacidade-e-cookies,body (p),© 2026 Pousada Aquino Mar. Todos os direitos reservados.,contato,pousada
/politica-de-privacidade-e-cookies,body (span),Desenvolvido por,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Off-Data,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (a),Política de Privacidade e Cookies,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (button),Preferências de cookies,contato,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,aria-label,Aviso de cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (div),Cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (p),"Utilizamos cookies para melhorar sua experiência, analisar o uso do site e, quando autorizado, personalizar conteúdos. Você pode aceitar todos, recusar os não essenciais ou ajustar suas preferências.",Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (button),Aceitar todos,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (button),Recusar não essenciais,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (button),Configurar,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (p),Preferências,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,H2,Configurar cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,aria-label,Fechar preferências de cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (preferencia),Necessários,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (preferencia),"Essenciais para segurança, funcionamento do site e preferências básicas.",Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (preferencia),Analytics,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (preferencia),Ajudam a entender visitas e melhorar o conteúdo quando autorizados.,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (preferencia),Marketing,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (preferencia),Podem personalizar conteúdos e campanhas quando autorizados.,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,CTA (button),Salvar preferências,Cookies / estados condicionais,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,aria-label,Oferta de 5% OFF na primeira reserva,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,alt,"Antes de sair, garanta 5% OFF na sua primeira reserva falando com a equipe da Pousada Aquino Mar pelo WhatsApp.",Popup de desconto / estado condicional,pousada
/politica-de-privacidade-e-cookies,aria-label,Abrir WhatsApp para aproveitar 5% OFF na primeira reserva,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (span),Quero meu desconto pelo WhatsApp,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,aria-label,Fechar oferta,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/404,title,"Pousada em Paraty com Café da Manhã | Aquino Mar — Caborê, RJ",head,"pousada, Paraty"
/404,meta description,"Pousada familiar em Caborê, a poucos minutos do Centro Histórico de Paraty. Café da manhã incluso, piscina, Wi-Fi, ar-condicionado e estacionamento gratuito. Reserve pelo WhatsApp!",head,"pousada, Paraty"
/404,title,404: This page could not be found.,head,sem correspondência com termo-alvo
/404,aria-label,Início - Pousada Aquino Mar,header 1,pousada
/404,alt,Pousada Aquino Mar,header 1,pousada
/404,aria-label,Navegação principal,header 1,sem correspondência com termo-alvo
/404,CTA (a),A Pousada,header 1,pousada
/404,CTA (a),Acomodações,header 1,sem correspondência com termo-alvo
/404,CTA (a),Grupos & Caravanas,header 1,sem correspondência com termo-alvo
/404,CTA (a),Localização,header 1,sem correspondência com termo-alvo
/404,CTA (a),Depoimentos,header 1,sem correspondência com termo-alvo
/404,CTA (a),Reservar Estadia,header 1,sem correspondência com termo-alvo
/404,aria-label,Abrir menu,header 1,sem correspondência com termo-alvo
/404,aria-label,Navegação mobile,header 1,sem correspondência com termo-alvo
/404,CTA (a),A Pousada,header 1,pousada
/404,CTA (a),Acomodações,header 1,sem correspondência com termo-alvo
/404,CTA (a),Grupos & Caravanas,header 1,sem correspondência com termo-alvo
/404,CTA (a),Localização,header 1,sem correspondência com termo-alvo
/404,CTA (a),Depoimentos,header 1,sem correspondência com termo-alvo
/404,CTA (a),Reservar Estadia,header 1,sem correspondência com termo-alvo
/404,H1,404,conteudo principal,sem correspondência com termo-alvo
/404,H2,This page could not be found.,conteudo principal,sem correspondência com termo-alvo
/,body (p),Ficou com alguma dúvida? Fale com a Pousada Aquino Mar pelo WhatsApp.,WhatsApp flutuante / mensagem temporizada,pousada
/,body (span),Praias,destaques / Praia de São Gonçalo / card expandido,sem correspondência com termo-alvo
/,body (span),Serviço Aquinomar,destaques / Passeio de Escuna / card expandido,sem correspondência com termo-alvo
/,body (p),Praias de Paraty · Serviço Aquinomar,destaques / Passeio de Escuna / card expandido,Paraty
/,body (p),Roteiro de aventura · Serviço Aquinomar,destaques / Passeio de Jeep / card expandido,sem correspondência com termo-alvo
/,body (span),Ilhas,destaques / Ilha do Pelado / card expandido,sem correspondência com termo-alvo
/,body (p),Travessia curta · Mar cristalino,destaques / Ilha do Pelado / card expandido,sem correspondência com termo-alvo
/,body (p),Vila caiçara · Natureza preservada,destaques / Praia da Trindade / card expandido,sem correspondência com termo-alvo
/,alt,Suíte Casal - foto 2,quartos / Suíte Casal / slide 2,sem correspondência com termo-alvo
/,alt,Suíte Casal - foto 3,quartos / Suíte Casal / slide 3,sem correspondência com termo-alvo
/,alt,Suíte Casal - foto 4,quartos / Suíte Casal / slide 4,sem correspondência com termo-alvo
/,alt,Suíte Múltipla - foto 2,quartos / Suíte Múltipla / slide 2,sem correspondência com termo-alvo
/,alt,Suíte Múltipla - foto 3,quartos / Suíte Múltipla / slide 3,sem correspondência com termo-alvo
/,alt,Suíte Múltipla - foto 4,quartos / Suíte Múltipla / slide 4,sem correspondência com termo-alvo
/,alt,Suíte Múltipla - foto 5,quartos / Suíte Múltipla / slide 5,sem correspondência com termo-alvo
/,aria-label,Fechar mensagem,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/,aria-label,Fale conosco pelo WhatsApp,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/,aria-label,Fechar menu,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Ficou com alguma dúvida? Fale com a Pousada Aquino Mar pelo WhatsApp.,WhatsApp flutuante / mensagem temporizada,pousada
/grupos-e-caravanas,aria-label,Fechar mensagem,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/grupos-e-caravanas,aria-label,Fale conosco pelo WhatsApp,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/grupos-e-caravanas,aria-label,Fechar menu,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),Ver menos perguntas,FAQ / expandido,sem correspondência com termo-alvo
/quartos/suite-casal,body (p),Ficou com alguma dúvida? Fale com a Pousada Aquino Mar pelo WhatsApp.,WhatsApp flutuante / mensagem temporizada,pousada
/quartos/suite-casal,alt,Suíte Casal na Pousada Aquino Mar em Paraty - foto 2,Galeria / slide 2,"pousada, Paraty"
/quartos/suite-casal,alt,Suíte Casal na Pousada Aquino Mar em Paraty - foto 3,Galeria / slide 3,"pousada, Paraty"
/quartos/suite-casal,alt,Suíte Casal na Pousada Aquino Mar em Paraty - foto 4,Galeria / slide 4,"pousada, Paraty"
/quartos/suite-casal,aria-label,Fechar mensagem,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/quartos/suite-casal,aria-label,Fale conosco pelo WhatsApp,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/quartos/suite-casal,aria-label,Fechar menu,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/quartos/suite-multipla,body (p),Ficou com alguma dúvida? Fale com a Pousada Aquino Mar pelo WhatsApp.,WhatsApp flutuante / mensagem temporizada,pousada
/quartos/suite-multipla,alt,Suíte Múltipla na Pousada Aquino Mar em Paraty - foto 2,Galeria / slide 2,"pousada, Paraty"
/quartos/suite-multipla,alt,Suíte Múltipla na Pousada Aquino Mar em Paraty - foto 3,Galeria / slide 3,"pousada, Paraty"
/quartos/suite-multipla,alt,Suíte Múltipla na Pousada Aquino Mar em Paraty - foto 4,Galeria / slide 4,"pousada, Paraty"
/quartos/suite-multipla,alt,Suíte Múltipla na Pousada Aquino Mar em Paraty - foto 5,Galeria / slide 5,"pousada, Paraty"
/quartos/suite-multipla,aria-label,Fechar mensagem,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/quartos/suite-multipla,aria-label,Fale conosco pelo WhatsApp,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/quartos/suite-multipla,aria-label,Fechar menu,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,body (p),Ficou com alguma dúvida? Fale com a Pousada Aquino Mar pelo WhatsApp.,WhatsApp flutuante / mensagem temporizada,pousada
/politica-de-privacidade-e-cookies,aria-label,Fechar mensagem,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,aria-label,Fale conosco pelo WhatsApp,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
/politica-de-privacidade-e-cookies,aria-label,Fechar menu,Controles compartilhados / estados interativos,sem correspondência com termo-alvo
